campaign_name,adset_name,date,spend,impressions,clicks,ctr,purchases,revenue,roas,creative_type,creative_message,audience_type,platform,country
Men  Bold  Colors  Drop,Adset-1 Broad,2025-03-05,534.9,304796,3728.0,0.0122,45,935.77,1.75,Video,"All‑day comfort, zero pinch — try our men boxers!",Retargeting,Facebook,US
MEN | ATHLEISURE COOLING,Adset-1 Retarget,2025-02-15,126.75,240047,3918.0,0.0163,95,1801.35,14.21,Video,"Push comfort, not wires — everyday men trunks.",Retargeting,Instagram,IN
Women Fit & Lift,Adset-4 ATC,2025-03-16,405.73,130921,1532.0,0.0117,15,,1.03,UGC,Doctors recommend breathable organic cotton — meet our women wire‑free bras.,Broad,Instagram,IN
men | athleisure cooling,Adset-4 Broad,2025-01-17,896.08,494365,7761.0,0.0157,238,4835.42,5.4,Video,"Ultra‑soft waistband, no marks — premium men trunks.",Lookalike,Instagram,IN
men premium modal,Adset-3 LAL1,2025-01-03,777.82,267567,3188.0,0.0119,94,1709.25,2.2,Carousel,Breathable cotton that moves with you — limited offer on men inner vests.,Broad,Instagram,US
Men-Athleisure Cooling,Adset-2 ATC,2025-01-31,350.59,62765,1154.0,0.0184,47,1668.99,4.76,Video,"Ultra‑soft waistband, no marks — premium men athletic briefs.",Lookalike,Facebook,IN
women_Summer_Invisible,Adset-4 Broad,2025-01-07,565.48,88188,809.0,0.0092,20,865.77,1.53,Video,Invisible under tees — seamless women boyshorts.,Broad,Facebook,IN
Women | Studio Sports,Adset-4 ATC,2025-03-24,530.48,379083,4998.0,0.0132,149,8044.31,15.16,Video,"Ultra‑soft waistband, no marks — premium women boyshorts.",Retargeting,Instagram,IN
Men Premium Modal,Adset-4 Retarget,2025-03-30,510.36,312204,1980.0,0.0063,47,2100.94,4.12,Video,"Wire‑free ease, cloud‑soft cups — men briefs that fits right.",Broad,Facebook,US
Women Fit & Lift,Adset-3 LAL2,2025-01-12,104.48,339149,8014.0,0.0236,120,4798.56,45.93,Image,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Retargeting,Facebook,IN
WOMEN Cotton Classics,Adset-3 Broad,2025-02-01,752.58,309023,1807.0,0.0058,36,1962.18,2.61,Video,Hot & comfy: women bras now 20% off — feel the difference.,Broad,Instagram,IN
women fit & lift,Adset-5 LAL1,2025-02-03,194.19,220658,3097.0,0.014,33,1353.3,6.97,Video,Cooling mesh panels for workouts — women wire‑free bras you’ll actually love.,Broad,Instagram,IN
Men Bold Colors Drop,Adset-3 Broad,2025-03-11,365.81,213496,1708.0,0.008,17,518.36,1.42,Image,Summer‑ready essentials — sweat‑wicking men athletic briefs.,Lookalike,Instagram,UK
WOMEN Seamless Everyday,Adset-4 WC,2025-03-09,94.47,253836,2956.0,0.0116,83,2524.07,26.72,Image,"Ultra‑soft waistband, no marks — premium women bras.",Lookalike,Facebook,US
Men ComfortMax Launch,Adset-1 Retarget,2025-01-20,633.8,333615,5872.0,0.0176,0,3910.48,6.17,Image,Hot & comfy: men inner vests now 20% off — feel the difference.,Broad,Facebook,US
WOMEN SEAMLESS EVERYDAY,Adset-5 LAL1,2025-01-01,326.97,100791,1006.0,0.01,30,1402.43,4.29,Image,Seamless confidence for every day — new women wire‑free bras.,Broad,Facebook,US
Men Bold Colors Drop,Adset-4 Broad,2025-03-11,222.42,411388,3512.0,0.0085,44,902.04,4.06,Image,"Wire‑free ease, cloud‑soft cups — men trunks that fits right.",Retargeting,Instagram,IN
WOMEN  Seamless  Everyday,Adset-1 LAL1,2025-03-30,739.21,232316,1920.0,0.0083,89,3954.77,5.35,UGC,Breathable bamboo that moves with you — limited offer on women bras.,Retargeting,Instagram,US
MEN BOLD COLORS DROP,Adset-1 Broad,2025-02-21,313.38,354833,1511.0,0.0043,19,379.13,1.21,Video,"Ultra‑soft waistband, no marks — premium men briefs.",Broad,Instagram,US
Men_Premium_Modal,Adset-1 Retarget,2025-02-27,642.43,274007,2781.0,0.0101,76,2435.66,3.79,Image,Confidence starts inside — elevate with men inner vests.,Broad,Instagram,IN
Men_|_Athleiure_Cooling,Adset-1 Retarget,2025-02-19,478.33,146013,3099.0,0.0212,143,6291.64,13.15,Image,Seamless confidence for every day — new men boxers.,Lookalike,Instagram,US
women seamless everyday,Adset-5 LAL1,2025-03-03,538.67,83561,689.0,0.0082,25,1405.19,2.61,Video,Invisible under tees — seamless women wire‑free bras.,Retargeting,Instagram,US
women Summer Invisible,Adset-1 LAL1,2025-01-21,452.08,323465,4801.0,0.0148,103,5533.95,12.24,Video,"Ultra‑soft waistband, no marks — premium women bras.",Broad,Instagram,US
Women Cotton Classics,Adset-4 LAL2,2025-01-12,454.67,336866,3054.0,0.0091,110,4257.8,9.36,UGC,Invisible under tees — seamless women bras.,Retargeting,Instagram,IN
WOMEN Seamless Everyday,Adset-1 LAL1,2025-02-06,293.02,313640,1827.0,0.0058,54,2263.95,7.73,UGC,Breathable bamboo that moves with you — limited offer on women panties.,Broad,Instagram,IN
women  Summer  Invisible,Adset-3 ATC,2025-02-12,550.64,98089,1365.0,0.0139,27,955.94,1.74,Image,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Lookalike,Facebook,US
Men Bold Colors Drop,Adset-5 LAL2,2025-03-20,199.09,365130,4602.0,0.0126,77,1684.53,8.46,Image,Summer‑ready essentials — sweat‑wicking men inner vests.,Retargeting,Instagram,US
Men ComfortMax Launch,Adset-4 LAL1,2025-01-21,730.24,404644,8080.0,0.02,192,4106.85,5.62,Image,Summer‑ready essentials — sweat‑wicking men inner vests.,Broad,Facebook,US
WOMEN Cotton Classics,Adset-2 WC,2025-03-30,929.34,113357,1805.0,0.0159,46,2554.4,2.75,UGC,"All‑day comfort, zero pinch — try our women boyshorts!",Broad,Instagram,US
Women Fit & Lift,Adset-5 LAL1,2025-01-10,51.37,122515,1865.0,0.0152,19,,13.17,Image,Seamless confidence for every day — new women boyshorts.,Retargeting,Instagram,US
Men ComfortMax Launch,Adset-1 Retarget,2025-03-12,183.19,278451,4144.0,0.0149,112,4947.68,27.01,Video,Doctors recommend breathable organic cotton — meet our men athletic briefs.,Retargeting,Instagram,IN
Women Cotton Classics,Adset-3 Broad,2025-03-16,132.6,350226,4082.0,0.0117,206,8293.23,62.54,Image,Invisible under tees — seamless women panties.,Retargeting,Instagram,IN
Women_|_Studio_Sports,Adset-3 LAL2,2025-01-11,465.91,86868,705.0,0.0081,19,965.7,2.07,Video,"Push comfort, not wires — everyday women sports bras.",Lookalike,Facebook,UK
WOMEN FIT & LIFT,Adset-2 Broad,2025-01-12,,58037,1710.0,0.0295,0,486.59,,Video,"Wire‑free ease, cloud‑soft cups — women panties that fits right.",Lookalike,Facebook,US
WOMEN Seamless Everyday,Adset-4 WC,2025-03-20,527.85,319855,2495.0,0.0078,72,1948.17,3.69,UGC,Confidence starts inside — elevate with women boyshorts.,Broad,Facebook,UK
women Summer Invisible,Adset-3 ATC,2025-03-22,809.88,505129,6290.0,0.0125,82,3283.66,4.05,UGC,Confidence starts inside — elevate with women sports bras.,Lookalike,Facebook,US
Women Seamless Everyday,Adset-5 LAL1,2025-03-21,426.98,506661,,0.008,79,3817.26,8.94,UGC,Stretch that snaps back — durable women bras.,Lookalike,Instagram,UK
MEN_Signature_Soft,Adset-2 Broad,2025-01-08,225.99,128867,1797.0,0.0139,7,227.12,1.01,Video,3‑pack deal ends tonight — upgrade your men drawer with boxers.,Lookalike,Facebook,IN
WOMEN  Cotton  Classics,Adset-5 ATC,2025-02-14,531.46,304294,3490.0,0.0115,169,7671.52,14.43,Carousel,"Push comfort, not wires — everyday women panties.",Broad,Instagram,UK
Men Bold Colors Drop,Adset-2 Retarget,2025-03-17,567.49,378679,1620.0,0.0043,0,692.15,1.22,Video,Seamless confidence for every day — new men athletic briefs.,Broad,Instagram,US
WOMEN Cotton Classics,Adset-5 ATC,2025-02-17,427.01,173013,1714.0,0.0099,0,2037.23,4.77,Image,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Broad,Facebook,IN
women seamless everyday,Adset-3 Broad,2025-03-30,312.91,14979,155.0,0.0103,4,,0.7,Carousel,Summer‑ready essentials — sweat‑wicking women bras.,Broad,Facebook,US
Men_Bold_Colors_Drop,Adset-5 LAL2,2025-01-19,143.29,286575,1451.0,0.0051,18,797.8,5.57,Image,Doctors recommend breathable modal — meet our men boxers.,Retargeting,Instagram,IN
men comfortmax launch,Adset-1 Retarget,2025-03-03,510.75,351119,7074.0,0.0201,177,4031.93,7.89,Video,No ride‑up guarantee — best‑selling men briefs back in stock.,Retargeting,Facebook,US
Men  Premium  Modal,Adset-1 Retarget,2025-03-25,100.46,305010,2458.0,0.0081,77,1673.26,16.66,Carousel,"Ultra‑soft waistband, no marks — premium men boxers.",Broad,Instagram,US
women Summer Invisible,Adset-3 ATC,2025-03-07,618.97,356460,3578.0,0.01,78,2643.24,4.27,Video,Confidence starts inside — elevate with women sports bras.,Broad,Instagram,US
Men_|_Athleisure_Cooling,Adset-5 Broad,2025-02-03,365.06,463766,13304.0,0.0287,463,15377.94,42.12,UGC,"Ultra‑soft waistband, no marks — premium men briefs.",Broad,Facebook,US
Men  ComfortMax  Launch,Adset-4 LAL1,2025-02-18,642.67,246551,4024.0,0.0163,104,3918.98,6.1,Video,"Wire‑free ease, cloud‑soft cups — men athletic briefs that fits right.",Lookalike,Facebook,IN
WOMEN FIT & LIFT,Adset-4 ATC,2025-03-06,114.2,41120,542.0,0.0132,7,291.3,2.55,Video,Stretch that snaps back — durable women bras.,Broad,Instagram,US
men bold colors drop,Adset-1 Broad,2025-02-20,804.89,417092,1526.0,0.0037,14,471.05,0.59,Video,"Ultra‑soft waistband, no marks — premium men briefs.",Lookalike,Facebook,US
MEN Signature Soft,Adset-5 WC,2025-01-23,287.36,256901,3417.0,0.0133,0,496.24,1.73,Video,Invisible under tees — seamless men athletic briefs.,Broad,Instagram,UK
Women Seamless Everyday,Adset-4 WC,2025-03-22,173.67,508958,3293.0,0.0065,70,2457.59,14.15,Video,Stretch that snaps back — durable women panties.,Broad,Facebook,US
Men Premium Modal,Adset-3 LAL1,2025-03-17,404.01,99837,588.0,0.0059,22,554.01,1.37,Image,Hot & comfy: men trunks now 20% off — feel the difference.,Broad,Instagram,US
Men | Athleisure Cooling,Adset-1 Retarget,2025-01-08,90.54,412443,12054.0,0.0292,383,7311.05,80.75,Video,"Wire‑free ease, cloud‑soft cups — men trunks that fits right.",Retargeting,Facebook,US
Women_Fit_&_Lift,Adset-1 ATC,2025-03-10,,265233,5250.0,0.0198,50,2273.48,3.11,Video,"All‑day comfort, zero pinch — try our women panties!",Retargeting,Facebook,UK
Men ComfortMax Launch,Adset-3 ATC,2025-02-04,,240467,3574.0,0.0149,80,3397.9,10.36,Image,"Push comfort, not wires — everyday men boxers.",Broad,Instagram,US
Men-Athleisure Cooling,Adset-5 Broad,2025-03-05,762.5,247463,5398.0,0.0218,124,3149.93,4.13,Image,Stretch that snaps back — durable men boxers.,Broad,Facebook,IN
women_Summer_Invisible,Adset-1 LAL1,2025-02-26,720.32,420306,3719.0,0.0088,116,3027.81,4.2,Video,"All‑day comfort, zero pinch — try our women bras!",Broad,Facebook,US
Women | Studio Sports,Adset-4 ATC,2025-03-14,419.04,147000,1310.0,0.0089,38,1035.82,2.47,Image,Doctors recommend breathable microfiber — meet our women bras.,Broad,Instagram,UK
Men Bold Colors Drop,Adset-4 Broad,2025-02-15,539.48,387923,1801.0,0.0046,17,508.03,0.94,Video,Confidence starts inside — elevate with men boxers.,Broad,Facebook,UK
men comfortmax launch,Adset-5 Retarget,2025-02-24,653.79,178715,,0.0109,20,814.09,1.25,Video,"Ultra‑soft waistband, no marks — premium men boxers.",Lookalike,Facebook,IN
WOMEN COTTON CLASSICS,Adset-2 WC,2025-02-03,416.01,182499,1661.0,0.0091,57,2448.33,5.89,Image,Doctors recommend breathable modal — meet our women wire‑free bras.,Broad,Instagram,UK
Women_Fit_&_Lift,Adset-2 Broad,2025-02-20,873.35,362667,7603.0,0.021,89,3756.63,4.3,Video,Breathable modal that moves with you — limited offer on women boyshorts.,Broad,Instagram,UK
Men ComfortMax Launch,Adset-3 ATC,2025-01-17,339.07,231495,,0.0209,0,3868.21,11.41,Video,Breathable bamboo that moves with you — limited offer on men inner vests.,Broad,Facebook,UK
Men Bold Colors Drop,Adset-4 Broad,2025-02-26,287.26,17657,173.0,0.0098,2,70.66,0.25,Image,Seamless confidence for every day — new men athletic briefs.,Retargeting,Instagram,US
WOMEN_Cotton_Classics,Adset-5 ATC,2025-03-18,459.91,428538,4347.0,0.0101,181,4970.78,10.81,Video,"All‑day comfort, zero pinch — try our women bras!",Lookalike,Instagram,US
Men Bold Colors Drop,Adset-3 Broad,2025-01-14,333.65,485507,5871.0,0.0121,55,2099.04,6.29,Image,"Ultra‑soft waistband, no marks — premium men briefs.",Lookalike,Facebook,IN
Women  Fit  &  Lift,Adset-2 Broad,2025-02-17,1151.07,483150,7027.0,0.0145,64,1755.85,1.53,Video,Breathable modal that moves with you — limited offer on women boyshorts.,Broad,Facebook,IN
MEN Signature Soft,Adset-5 WC,2025-01-25,236.72,207795,2705.0,0.013,19,713.53,3.01,Video,Confidence starts inside — elevate with men briefs.,Retargeting,Instagram,UK
Men Signature Soft,Adset-3 LAL1,2025-01-26,892.78,187712,2962.0,0.0158,19,829.33,0.93,UGC,Seamless confidence for every day — new men boxers.,Lookalike,Instagram,US
women Summer Inv-sible,Adset-5 LAL1,2025-01-14,323.0,35102,407.0,0.0116,10,,0.85,Carousel,Breathable modal that moves with you — limited offer on women panties.,Broad,Instagram,IN
Men Premium Modal,Adset-2 Retarget,2025-02-09,770.71,215950,2208.0,0.0102,52,1379.49,1.79,Carousel,Cooling mesh panels for workouts — men trunks you’ll actually love.,Broad,Instagram,US
women Summer Invisible,Adset-1 LAL1,2025-02-13,139.22,327244,4475.0,0.0137,121,5979.86,42.95,Carousel,Doctors recommend breathable organic cotton — meet our women wire‑free bras.,Broad,Facebook,US
women cotton classics,Adset-4 LAL2,2025-02-02,375.53,460800,2978.0,0.0065,87,5001.66,13.32,Video,Seamless confidence for every day — new women bras.,Broad,Facebook,UK
WOMEN  Cotton  Classics,Adset-5 ATC,2025-01-19,892.04,429761,4732.0,0.011,105,3136.43,3.52,Carousel,Invisible under tees — seamless women panties.,Broad,Instagram,US
MEN COMFORTMAX LAUNCH,Adset-2 LAL2,2025-01-07,622.65,83177,1288.0,0.0155,37,1559.66,2.5,Image,No ride‑up guarantee — best‑selling men briefs back in stock.,Broad,Facebook,IN
Men ComfortMax_Launch,Adset-2 LAL2,2025-02-19,524.48,294124,4828.0,0.0164,149,3484.76,6.64,UGC,Summer‑ready essentials — sweat‑wicking men briefs.,Retargeting,Facebook,US
men | athleisure cooling,Adset-4 Broad,2025-01-04,394.6,457594,12588.0,0.0275,509,15022.62,38.07,Video,Cooling mesh panels for workouts — men athletic briefs you’ll actually love.,Retargeting,Facebook,US
Women | Studio Sports,Adset-2 Broad,2025-01-18,943.62,159175,2184.0,0.0137,80,2778.67,2.94,Image,No ride‑up guarantee — best‑selling women boyshorts back in stock.,Broad,Facebook,IN
MEN Signature Soft,Adset-5 WC,2025-03-07,,386272,5751.0,0.0149,34,999.21,1.08,Image,Breathable modal that moves with you — limited offer on men briefs.,Broad,Instagram,US
Men | Athleisure Cooling,Adset-5 Broad,2025-02-02,418.44,59410,1532.0,0.0258,53,2359.3,5.64,Image,Breathable cotton that moves with you — limited offer on men inner vests.,Broad,Instagram,US
MEN PREMIUM MODAL,Adset-3 LAL1,2025-03-26,98.9,80450,902.0,0.0112,0,992.39,10.03,Video,Cooling mesh panels for workouts — men boxers you’ll actually love.,Retargeting,Instagram,UK
Men | Athleisure Cooling,Adset-2 ATC,2025-03-13,822.64,46925,875.0,0.0186,17,539.32,0.66,Carousel,Hot & comfy: men athletic briefs now 20% off — feel the difference.,Broad,Facebook,US
WOMEN  Seamles   Everyday,Adset-4 WC,2025-02-01,263.73,109081,993.0,0.0091,24,1190.89,4.52,Image,No ride‑up guarantee — best‑selling women panties back in stock.,Broad,Facebook,US
WOMEN FIT & LIFT,Adset-4 ATC,2025-01-11,312.8,470837,13253.0,0.0281,127,3460.85,11.06,Image,Hot & comfy: women sports bras now 20% off — feel the difference.,Broad,Facebook,US
women fit & lift,Adset-1 ATC,2025-03-12,83.65,498038,7790.0,0.0156,68,3471.17,41.5,Video,Breathable bamboo that moves with you — limited offer on women panties.,Retargeting,Facebook,US
Men Bold Colors Drop,Adset-2 Retarget,2025-02-23,513.97,235179,1711.0,0.0073,27,764.99,1.49,UGC,Cooling mesh panels for workouts — men briefs you’ll actually love.,Retargeting,Instagram,US
MEN_Signature_S ft,Adset-4 LAL2,2025-02-27,794.41,123885,1470.0,0.0119,9,262.48,0.33,Video,"Push comfort, not wires — everyday men trunks.",Broad,Instagram,UK
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-02-17,716.88,220626,1822.0,0.0083,50,2782.18,3.88,Video,Stretch that snaps back — durable women boyshorts.,Broad,Instagram,US
WOMEN SUMMER INVISIBLE,Adset-2 ATC,2025-03-07,250.4,343566,2993.0,0.0087,51,2909.8,11.62,Image,3‑pack deal ends tonight — upgrade your women drawer with wire‑free bras.,Broad,Instagram,US
women | studio sports,Adset-1 ATC,2025-01-23,226.35,239668,,0.0107,123,2718.65,12.01,Image,Confidence starts inside — elevate with women boyshorts.,Retargeting,Facebook,IN
MEN Signature Soft,Adset-1 Retarget,2025-03-02,192.21,471467,10336.0,0.0219,65,2564.24,13.34,Carousel,Cooling mesh panels for workouts — men athletic briefs you’ll actually love.,Broad,Facebook,US
men | athleisure cooling,Adset-4 Broad,2025-02-07,84.98,79757,1263.0,0.0158,50,2234.07,26.29,Video,Summer‑ready essentials — sweat‑wicking men boxers.,Lookalike,Facebook,US
Women Cotton Classics,Adset-1 Retarget,2025-03-06,648.61,19360,167.0,0.0086,6,242.75,0.37,Video,Cooling mesh panels for workouts — women wire‑free bras you’ll actually love.,Broad,Facebook,US
Women Fit and Lift,Adset-3 LAL2,2025-01-31,274.93,509484,10570.0,0.0207,103,4082.13,14.85,Video,"All‑day comfort, zero pinch — try our women bras!",Lookalike,Facebook,US
women | studio sports,Adset-2 Broad,2025-03-07,275.41,301441,4594.0,0.0152,170,6434.51,23.36,Video,Summer‑ready essentials — sweat‑wicking women boyshorts.,Lookalike,Facebook,US
Women | Studio Sports,Adset-4 ATC,2025-02-27,113.77,456920,6407.0,0.014,270,13783.92,121.16,Image,Cooling mesh panels for workouts — women wire‑free bras you’ll actually love.,Lookalike,Instagram,US
women Summer Invisible,Adset-4 Broad,2025-01-04,1061.9,271846,2705.0,0.0099,51,1356.26,1.28,UGC,Hot & comfy: women sports bras now 20% off — feel the difference.,Broad,Instagram,IN
WOMEN_Cotton_Classics,Adset-3 Broad,2025-01-31,578.16,95432,1223.0,0.0128,29,995.81,1.72,UGC,Stretch that snaps back — durable women sports bras.,Broad,Instagram,US
men comfortmax launch,Adset-2 LAL2,2025-03-02,34.93,513208,9684.0,0.0189,330,9991.73,286.05,Video,3‑pack deal ends tonight — upgrade your men drawer with athletic briefs.,Retargeting,Facebook,US
MEN  Signature  Soft,Adset-5 WC,2025-02-01,624.92,265777,4173.0,0.0157,0,1091.86,1.75,Image,"All‑day comfort, zero pinch — try our men briefs!",Broad,Facebook,UK
WOMEN Cotton Classics,Adset-2 WC,2025-01-17,226.85,416866,4538.0,0.0109,134,5193.21,22.89,Video,Invisible under tees — seamless women boyshorts.,Lookalike,Instagram,IN
WOMEN SUMMER INVISIBLE,Adset-1 LAL1,2025-02-17,621.22,495829,4768.0,0.0096,93,4302.64,6.93,Image,"Ultra‑soft waistband, no marks — premium women bras.",Broad,Facebook,IN
Men Premium Modal,Adset-5 LAL2,2025-03-06,812.21,29250,385.0,0.0131,12,243.32,0.3,Video,Seamless confidence for every day — new men boxers.,Retargeting,Instagram,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-01-08,91.67,40969,301.0,0.0073,9,374.37,4.08,UGC,Doctors recommend breathable microfiber — meet our women sports bras.,Broad,Facebook,IN
Men_Premium_Modal,Adset-4 Retarget,2025-03-03,130.53,56531,483.0,0.0086,10,427.63,3.28,Video,"All‑day comfort, zero pinch — try our men inner vests!",Broad,Facebook,US
Men ComfortMax Launch,Adset-3 ATC,2025-01-24,364.16,518137,5686.0,0.011,178,7463.06,20.49,Video,Hot & comfy: men athletic briefs now 20% off — feel the difference.,Broad,Instagram,US
men | athleisure cooling,Adset-4 Broad,2025-01-18,148.01,309291,8776.0,0.0284,0,8017.93,54.17,Video,"Push comfort, not wires — everyday men boxers.",Broad,Instagram,US
Women Cotton Classics,Adset-4 LAL2,2025-01-03,518.06,139215,1560.0,0.0112,40,1594.26,3.08,Video,Stretch that snaps back — durable women bras.,Retargeting,Instagram,US
Men Comfortmax Launch,Adset-3 ATC,2025-03-01,1082.82,69190,1023.0,0.0148,26,535.77,0.49,Image,Hot & comfy: men inner vests now 20% off — feel the difference.,Lookalike,Facebook,UK
Men | Athleisure Cooling,Adset-3 Broad,2025-01-05,794.4,424425,9379.0,0.0221,349,13045.46,16.42,Image,Confidence starts inside — elevate with men briefs.,Lookalike,Instagram,IN
women Summer Invisible,Adset-1 LAL1,2025-03-09,449.49,489638,4741.0,0.0097,108,3800.78,8.46,Video,Cooling mesh panels for workouts — women panties you’ll actually love.,Broad,Facebook,US
Men  remium Modal,Adset-5 LAL2,2025-02-02,442.62,385452,4019.0,0.0104,110,2783.46,6.29,Image,"Wire‑free ease, cloud‑soft cups — men athletic briefs that fits right.",Retargeting,Instagram,US
women seamless everyday,Adset-3 Broad,2025-01-13,259.4,143216,1529.0,0.0107,0,1906.55,7.35,Video,Doctors recommend breathable organic cotton — meet our women panties.,Lookalike,Facebook,US
WOMEN Cotton Classics,Adset-2 WC,2025-02-20,870.75,324546,3113.0,0.0096,87,3892.78,4.47,Image,Doctors recommend breathable modal — meet our women sports bras.,Broad,Facebook,US
MEN_Signature_Soft,Adset-5 WC,2025-01-27,121.57,111422,1717.0,0.0154,12,401.48,3.3,Carousel,Invisible under tees — seamless men boxers.,Retargeting,Instagram,IN
Men Bold Colors Drop,Adset-5 LAL2,2025-02-25,741.79,168161,1667.0,0.0099,20,538.19,0.73,Image,Hot & comfy: men inner vests now 20% off — feel the difference.,Broad,Facebook,US
men comfortmax launch,Adset-5 Retarget,2025-01-17,300.74,437382,8869.0,0.0203,342,13895.52,46.2,Image,3‑pack deal ends tonight — upgrade your men drawer with inner vests.,Retargeting,Facebook,US
WOMEN SEAMLESS EVERYDAY,Adset-5 LAL1,2025-01-29,422.09,318436,2660.0,0.0084,77,2599.4,6.16,Image,Seamless confidence for every day — new women wire‑free bras.,Broad,Facebook,UK
Women_Fit_&_Lift,Adset-1 ATC,2025-03-20,624.67,180195,2410.0,0.0134,19,729.55,1.17,Image,3‑pack deal ends tonight — upgrade your women drawer with bras.,Broad,Facebook,UK
Men Bold Colors Drop,Adset-2 Retarget,2025-03-29,804.5,439681,2615.0,0.0059,28,760.34,0.95,Image,Doctors recommend breathable modal — meet our men athletic briefs.,Retargeting,Instagram,UK
Women_|_Studio_Sports,Adset-2 Broad,2025-01-06,112.38,354128,5081.0,0.0143,213,6925.45,61.63,Image,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Retargeting,Instagram,US
Men Comfortmax Launch,Adset-5 Retarget,2025-01-28,450.97,438774,8281.0,0.0189,194,4514.28,10.01,Image,"All‑day comfort, zero pinch — try our men trunks!",Broad,Instagram,US
women fit & li t,Adset-5 LAL1,2025-03-23,,258145,2011.0,0.0078,23,788.83,2.03,Video,Doctors recommend breathable cotton — meet our women boyshorts.,Lookalike,Instagram,US
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-03-27,102.39,85084,744.0,0.0087,20,1012.82,9.89,Image,Summer‑ready essentials — sweat‑wicking women panties.,Broad,Facebook,US
WOMEN Cotton Classics,Adset-3 Broad,2025-03-20,846.8,200747,1491.0,0.0074,38,1671.0,1.97,UGC,Summer‑ready essentials — sweat‑wicking women panties.,Broad,Instagram,US
MEN BOLD COLORS DROP,Adset-3 Broad,2025-01-03,951.71,320787,3588.0,0.0112,50,1709.34,1.8,UGC,No ride‑up guarantee — best‑selling men briefs back in stock.,Broad,Facebook,US
women Summer Invisible,Adset-2 ATC,2025-02-10,188.19,162051,1742.0,0.0108,36,1984.83,10.55,Image,Hot & comfy: women panties now 20% off — feel the difference.,Retargeting,Facebook,US
Women Summer Invisible,Adset-4 Broad,2025-03-16,187.5,291863,2941.0,0.0101,51,1503.68,8.02,Image,Invisible under tees — seamless women panties.,Broad,Facebook,IN
Women  Fit  &  Lift,Adset-2 Broad,2025-01-15,565.73,425820,6141.0,0.0144,41,1935.48,3.42,Video,Confidence starts inside — elevate with women wire‑free bras.,Broad,Facebook,UK
Men ComfortMax Launch,Adset-5 Retarget,2025-01-12,1053.96,399249,6794.0,0.017,165,5479.93,5.2,Image,Cooling mesh panels for workouts — men athletic briefs you’ll actually love.,Lookalike,Instagram,UK
women Summer Invisible,Adset-4 Broad,2025-02-15,,130438,1649.0,0.0126,49,1167.26,6.34,UGC,Breathable cotton that moves with you — limited offer on women bras.,Retargeting,Instagram,US
women summer invisible,Adset-2 ATC,2025-02-09,342.78,256809,4423.0,0.0172,88,2423.06,7.07,Image,Summer‑ready essentials — sweat‑wicking women bras.,Broad,Facebook,US
Men Premium Modal,Adset-3 LAL1,2025-01-31,543.06,31762,223.0,0.007,6,223.08,0.41,Video,3‑pack deal ends tonight — upgrade your men drawer with athletic briefs.,Broad,Facebook,IN
women | studio sports,Adset-4 ATC,2025-02-07,387.41,41544,465.0,0.0112,19,719.51,1.86,Image,Breathable bamboo that moves with you — limited offer on women wire‑free bras.,Retargeting,Instagram,UK
MEN Signature Soft,Adset-5 WC,2025-01-20,,249510,3674.0,0.0147,20,,0.5,Video,Breathable modal that moves with you — limited offer on men athletic briefs.,Lookalike,Facebook,UK
Men  Premium  Modal,Adset-5 LAL2,2025-03-09,875.37,390635,2085.0,0.0053,68,2174.41,2.48,Video,No ride‑up guarantee — best‑selling men boxers back in stock.,Broad,Facebook,IN
Women Fit & Lift,Adset-2 Broad,2025-01-06,634.32,444118,7223.0,0.0163,55,1558.67,2.46,Carousel,"Wire‑free ease, cloud‑soft cups — women boyshorts that fits right.",Broad,Facebook,US
Men Bold Colors Drop,Adset-1 Broad,2025-01-29,357.84,108255,890.0,0.0082,12,422.48,1.18,Image,Confidence starts inside — elevate with men briefs.,Retargeting,Instagram,IN
WOMEN Seamless Everyday,Adset-4 WC,2025-01-02,1137.18,307447,2835.0,0.0092,118,4150.89,3.65,Carousel,Breathable microfiber that moves with you — limited offer on women boyshorts.,Lookalike,Facebook,US
WOMEN Cotton Classics,Adset-4 LAL2,2025-03-10,280.77,46017,648.0,0.0141,30,1627.93,5.8,Video,Stretch that snaps back — durable women boyshorts.,Retargeting,Facebook,US
Men | Athleisure Cooling,Adset-2 ATC,2025-02-18,678.48,194952,5281.0,0.0271,207,8857.78,13.06,Image,Doctors recommend breathable organic cotton — meet our men briefs.,Retargeting,Instagram,UK
Men ComfortMax Launch,Adset-3 ATC,2025-01-12,415.43,48618,,0.0159,13,356.75,0.86,Carousel,Seamless confidence for every day — new men boxers.,Lookalike,Facebook,IN
Men-thleisure Cooling,Adset-2 ATC,2025-01-21,899.8,198524,5653.0,0.0285,183,4947.93,5.5,UGC,3‑pack deal ends tonight — upgrade your men drawer with briefs.,Lookalike,Facebook,IN
MEN | ATHLEISURE COOLING,Adset-1 Retarget,2025-03-11,434.16,324737,11510.0,0.0354,493,17513.91,40.34,Image,Breathable microfiber that moves with you — limited offer on men trunks.,Broad,Facebook,US
